web-scraper-order,web-scraper-start-url,name,rating,name-link,name-link-href,price-food,name-food,colonia
1616632517-7215,https://www.rappi.com.mx/restaurantes/category/pizza,Piacere Italiano,null,"Piacere Italiano  Pizza ,  Italiana  35 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923275006,155,Insalata Greca,pueblito
1616632558-7434,https://www.rappi.com.mx/restaurantes/category/pizza,Il Pizzaiolo Qro,4.2,Il Pizzaiolo Qro  4.2  Pizza  42 min ¡92% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923257737,138,Doppio Formaggio,pueblito
1616632435-7034,https://www.rappi.com.mx/restaurantes/category/pizza,Abuelita´S Pizza,4.7,Temporalmente no disponible  Abuelita´S Pizza  4.7  Pizza  29 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923213742,248,Pizza Cuaresma,pueblito
1616632517-7212,https://www.rappi.com.mx/restaurantes/category/pizza,Piacere Italiano,null,"Piacere Italiano  Pizza ,  Italiana  35 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923275006,180,Tartare Di Tonno,pueblito
1616632476-7150,https://www.rappi.com.mx/restaurantes/category/pizza,Pizza Pop,null,Pizza Pop  Pizza  43 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/990007325,62,"""Jocho""",pueblito
1616632537-7382,https://www.rappi.com.mx/restaurantes/category/pizza,Pizza Riko,null,Pizza Riko  Pizza  34 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923218317,25,Sprite  600 ml,pueblito
1616632548-7416,https://www.rappi.com.mx/restaurantes/category/pizza,TOSCANO PIZZA & ESPRESSOS,null,TOSCANO PIZZA & ESPRESSOS  Pizza  44 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1306717688,240,Salerno,pueblito
1616632496-7185,https://www.rappi.com.mx/restaurantes/category/pizza,Patricio´s,null,Patricio´s  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923297582,20,Fanta Naranja 600 ml,pueblito
1616632404-6905,https://www.rappi.com.mx/restaurantes/category/pizza,La Piazza Qro,null,Temporalmente no disponible  La Piazza Qro  Pizza  36 min ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923356637,,,
1616632589-7566,https://www.rappi.com.mx/restaurantes/category/pizza,Piu Pizza,4.8,Piu Pizza  4.8  Pizza  35 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923219405,155,Pizza Piu Quesos,pueblito
1616632414-6962,https://www.rappi.com.mx/restaurantes/category/pizza,Estacion 19,null,Temporalmente no disponible  Estacion 19  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923261247,null,400 Conejos Joven 750 ml,pueblito
1616632599-7590,https://www.rappi.com.mx/restaurantes/category/pizza,Trapani Pizza,4.8,Trapani Pizza  4.8  Pizza  46 min ● $31  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1306704701,150,Pizza de la Casa,pueblito
1616632558-7445,https://www.rappi.com.mx/restaurantes/category/pizza,Il Pizzaiolo Qro,4.2,Il Pizzaiolo Qro  4.2  Pizza  42 min ¡92% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923257737,138,Ananas,pueblito
1616632558-7480,https://www.rappi.com.mx/restaurantes/category/pizza,Il Pizzaiolo Qro,4.2,Il Pizzaiolo Qro  4.2  Pizza  42 min ¡92% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923257737,95,Panini Italiano,pueblito
1616632465-7121,https://www.rappi.com.mx/restaurantes/category/pizza,La Neta Alas y Chelas,null,La Neta Alas y Chelas  Pizza  32 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923251333,185,Hamburguesa Doble de Res,pueblito
1616632527-7314,https://www.rappi.com.mx/restaurantes/category/pizza,Mi Piace Pizza Qro,null,"Mi Piace Pizza Qro  Pizza ,  Italiana  29 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923261931,45,Fresa con Hierbabuena (1 Litro),pueblito
1616632527-7289,https://www.rappi.com.mx/restaurantes/category/pizza,Mi Piace Pizza Qro,null,"Mi Piace Pizza Qro  Pizza ,  Italiana  29 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923261931,45,Limón con Chia (1 Litro),pueblito
1616632445-7071,https://www.rappi.com.mx/restaurantes/category/pizza,Il Toro Pizza,null,Temporalmente no disponible  Il Toro Pizza  Pizza  40 min ¡95% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923297688,169,Toro Rosso,pueblito
1616632414-6960,https://www.rappi.com.mx/restaurantes/category/pizza,Estacion 19,null,Temporalmente no disponible  Estacion 19  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923261247,null,Maestro Tequila Dobel Diamante 750 ml,pueblito
